county,date,precipitation_mm,temperature_c,soil_moisture,ndvi,ndwi
Turkana,2019-01-31,26.977349946770573,26.66200236886472,0.09260157518045536,0.22715484857003718,-0.1382449042614208
Turkana,2019-02-28,17.900343147333466,26.570270185833692,0.16523412088677492,0.37549999551185886,-0.1459630658151403
Turkana,2019-03-31,166.1312543162221,23.71357915406193,0.20469726026984636,0.5941472819626022,0.2923208134766041
Turkana,2019-04-30,183.8747521016803,24.912474371042943,0.3060288358503863,0.4334980382920509,0.07909678887348799
Turkana,2019-05-31,117.14405575325767,25.80641025870376,0.26831831028091646,0.4791310574481244,0.03341894449131509
Turkana,2019-06-30,15.56578271137679,29.320209450347736,0.05866850682419926,0.37269461458109987,-0.12671123019675568
Turkana,2019-07-31,41.52346852639049,31.689319876825948,0.05196304729562889,0.27086464441827907,-0.0161594758100074
Turkana,2019-08-31,10.2156812962286,34.475804105754726,0.11871394925922468,0.3829550310397418,-0.14228717653108608
Turkana,2019-09-30,29.69422015412145,26.377748657995713,0.17026472488892117,0.11482009666692364,-0.0015610364086063588
Turkana,2019-10-31,75.23629865482218,24.22232676438387,0.24018020803190068,0.5928279581300538,0.09087260716311148
Turkana,2019-11-30,127.63925828479935,24.136679872485338,0.34354285075173807,0.5595097872634216,0.10630050422994887
Turkana,2019-12-31,5.505725295811503,28.62733619853223,0.1621253208960028,0.10547537405853881,-0.1164654099114033
Turkana,2020-01-31,6.658197752277017,34.65462289823115,0.15017884847476998,0.24322448875726368,-0.029905661788565407
Turkana,2020-02-29,4.952687130842986,34.05619041097058,0.08351492788295706,0.26725291507976384,-0.005431314887954564
Turkana,2020-03-31,156.7192011111514,24.72190132354663,0.32086752931680396,0.7511755974819617,0.1830020452128701
Turkana,2020-04-30,151.7054355430065,26.8686370194636,0.3319445999751762,0.5197099693946541,0.01848958829982481
Turkana,2020-05-31,179.68722224973178,25.264466206858778,0.24657536246246015,0.607286856325821,0.06076355626715819
Turkana,2020-06-30,19.495888129419274,29.309511749196872,0.06368104533781724,0.14363176249925835,-0.19131254855639085
Turkana,2020-07-31,37.237751980626435,29.550906871158503,0.05443309071854328,0.27520767306481475,-0.04765126356913768
Turkana,2020-08-31,27.702553367675442,33.39878860871789,0.17892981127475527,0.2980677507097127,-0.1602231017269209
Turkana,2020-09-30,4.056033605560666,31.682415609104467,0.1442212361672704,0.3542914105308397,-0.02944127467637664
Turkana,2020-10-31,159.7279235532733,22.383427783510587,0.3969592740068863,0.7707737166941407,0.2603217265811173
Turkana,2020-11-30,95.28297851073646,23.01099923818579,0.3686757638127732,0.45026544497755916,0.011171472053764786
Turkana,2020-12-31,35.50079981390077,32.352879950110065,0.13881525777161421,0.29650960085013833,-0.05471302453600255
Turkana,2021-01-31,31.39102379868805,32.975846385665925,0.07946593190467063,0.27233187379933255,-0.16533610171242866
Turkana,2021-02-28,41.06087467137664,31.457421009671986,0.18681324519019543,0.3362737502126778,-0.14122766254206875
Turkana,2021-03-31,146.75997883505335,24.109104152332005,0.2669730513822727,0.6758155301119142,0.09264017286500979
Turkana,2021-04-30,93.88441708590781,22.391296470950298,0.3750275238072493,0.40222425358976754,0.11977629436944612
Turkana,2021-05-31,184.6535344612895,25.536752737384138,0.3307214027566231,0.5264136040551055,0.25698633148188604
Turkana,2021-06-30,17.857762916646617,28.89829978685095,0.11930927864896565,0.140888548311121,-0.1411453237725685
Turkana,2021-07-31,0.449672608382623,31.629493310540017,0.1703794985740978,0.24558619559820447,-0.08060754880116268
Turkana,2021-08-31,42.81465041371337,31.332240191361258,0.19955340891734213,0.327573480611123,-0.0294774723594754
Turkana,2021-09-30,29.156954008541557,32.45208172195912,0.18658671145464922,0.3093452557527233,-0.11655553111220884
Turkana,2021-10-31,106.83439557349924,24.719427715907596,0.2032776944653616,0.5851147813860612,0.16425697185137975
Turkana,2021-11-30,197.2563143313239,25.9874824936707,0.3559264265390529,0.45254823996097926,0.13152161663463727
Turkana,2021-12-31,28.361176988694144,29.81970272987399,0.13250522182400243,0.2063797082070461,-0.023956644109723424
Turkana,2022-01-31,15.969175160539773,30.741297385619184,0.07770120042631148,0.21780913680193145,-0.051292573314942025
Turkana,2022-02-28,13.832805361233119,33.95007352305617,0.11151312672714275,0.22113689653576774,-0.14465695582850746
Turkana,2022-03-31,75.1243523230059,22.27332172126777,0.37071126407645977,0.43252066938711026,0.2182415550991498
Turkana,2022-04-30,88.6235125736824,23.080654901052025,0.23301889911299709,0.5213784049752307,0.24883165029973336
Turkana,2022-05-31,193.73331706879884,27.58943804088689,0.3322629166442139,0.5961377610237075,0.17316889592131607
Turkana,2022-06-30,35.836054727981995,34.04857448272626,0.15973880808231217,0.160200487601077,-0.16230774975843526
Turkana,2022-07-31,3.7535212094674697,32.9494479221731,0.05605470955382571,0.35509243683029823,-0.10563053830411345
Turkana,2022-08-31,2.254565962677196,34.66394738343413,0.1813537034147623,0.3732061537471001,-0.04688305413115529
Turkana,2022-09-30,29.063462569419844,26.934798440524176,0.14752897141798457,0.32101164212580774,-0.09069940052682475
Turkana,2022-10-31,179.6364800975032,25.253870944659614,0.25824891410129924,0.7512262750188967,0.1258843067650848
Turkana,2022-11-30,194.4256250166999,27.71225317653085,0.3784432333173669,0.4956477035783144,0.04947681797484977
Turkana,2022-12-31,35.271034943945054,27.623530206175875,0.15343709067085975,0.2809370788971741,-0.012156205355099037
Turkana,2023-01-31,45.47247829697964,30.45264383856134,0.1965804123198594,0.28174795831166477,-0.02192339086705855
Turkana,2023-02-28,31.79092527623285,32.96310087785795,0.19961796355822597,0.35260842208941356,-0.17977128444524315
Turkana,2023-03-31,166.88144518417778,27.25670474272621,0.2512105311175039,0.6661764496932085,0.23628728847047775
Turkana,2023-04-30,180.93821943286855,26.695400213695173,0.3159417292571576,0.6477496619899279,0.07525510090705038
Turkana,2023-05-31,124.86604296732925,24.370804324986867,0.3419178047954867,0.6079413798280785,0.039475118565877196
Turkana,2023-06-30,16.85028543932129,33.92394976146458,0.17876123228532642,0.19589385319625469,-0.19955587933118538
Turkana,2023-07-31,34.83501118177249,33.93485568610014,0.050141257503322344,0.34459090360935163,-0.16306378951300748
Turkana,2023-08-31,47.08523007877192,29.280479340160458,0.17549357389461073,0.28303365950805515,-0.06013186634511755
Turkana,2023-09-30,8.819756967530124,31.88038347988187,0.0636405333961276,0.3862547992145907,-0.1331061403393431
Turkana,2023-10-31,88.93716187450886,23.125428180432337,0.3137628270290571,0.7579168789936825,0.19204021422492606
Turkana,2023-11-30,199.73090608900154,22.736692511542984,0.20249525456848982,0.5030149489726641,0.062287987508722005
Turkana,2023-12-31,38.073056391461094,31.28300632925881,0.10989152455408246,0.26128652096814486,-0.0041808090547577614
Turkana,2024-01-31,29.198049812100123,27.85003700089283,0.1381749928124758,0.37399183625184695,-0.009114502963524618
Turkana,2024-02-29,19.8082407417601,33.79145245337129,0.1533215817387153,0.21323862718733994,-0.17389411833006352
Turkana,2024-03-31,113.08867893873372,22.972650474888113,0.2940576812433885,0.7050896435054763,0.10722324786655278
Turkana,2024-04-30,90.2563020121481,26.72048692024039,0.23938096679846407,0.6867842733461724,0.2699825190208459
Turkana,2024-05-31,70.47786513668363,22.590197907822493,0.29217398668385397,0.6209331928140785,0.09687661959738393
Turkana,2024-06-30,42.148831356271046,30.15747724584442,0.15248962014230813,0.2490639317752268,-0.1713682176084618
Turkana,2024-07-31,0.4861156613612472,27.492678168618855,0.08088504753259873,0.3883657055694151,-0.04708164314770463
Turkana,2024-08-31,9.997512422520465,30.062247848295385,0.08050858151829468,0.1982593670953002,-0.10441133782408861
Turkana,2024-09-30,46.85825519303796,34.46536925307187,0.19365940220010575,0.21398600653254404,-0.08883485440620319
Turkana,2024-10-31,122.03548720124375,27.488407357555552,0.2840305951017201,0.5121558534692049,0.29425345124528046
Turkana,2024-11-30,70.05401258759105,23.277787137600033,0.2686110235669274,0.6701752689035116,0.004701270843571958
Turkana,2024-12-31,8.114472860237992,26.18436963704619,0.14426690235932138,0.18896545566118078,-0.04529291794694254
Marsabit,2019-01-31,35.46760584899829,26.88780756408411,0.092560547362354,0.23106015422390208,-0.08190279051059682
Marsabit,2019-02-28,44.45317287733239,33.86693381129083,0.17561698526154562,0.26716228611552584,-0.17177978935443602
Marsabit,2019-03-31,181.01667272145679,27.704398691872147,0.3650495744356595,0.5181114104409069,0.2691223531447935
Marsabit,2019-04-30,161.24777110210775,24.105054069460152,0.32735173809615353,0.5505953483836422,0.09076561913244634
Marsabit,2019-05-31,114.50391064247785,27.36535891789343,0.3024502583588261,0.7028307044880179,0.07867123011574333
Marsabit,2019-06-30,38.659282950438794,32.43925346209288,0.07282747192525577,0.34742335658886087,-0.07585652777050533
Marsabit,2019-07-31,19.818211186445506,33.97968063461982,0.11133344645125548,0.31647108142323044,-0.011255396831206133
Marsabit,2019-08-31,21.391201090269295,27.307801987564794,0.14485792987380605,0.30042976645302055,-0.12354585555363957
Marsabit,2019-09-30,48.82646351371361,33.06271962656309,0.06513371880228462,0.3157431646387392,-0.10537683118745367
Marsabit,2019-10-31,109.4274808214991,23.200537133960612,0.29358797005623993,0.7580298132743873,0.17221798407996425
Marsabit,2019-11-30,122.05631726338655,25.078469957857095,0.20399857215895545,0.7790579128083909,0.23997215855438192
Marsabit,2019-12-31,22.16745833719378,33.87233874113473,0.11796668517747873,0.29760294844942253,-0.16101718242434737
Marsabit,2020-01-31,12.71713931409259,28.804190082805924,0.12224606352778399,0.11402830124105112,-0.024474906079848813
Marsabit,2020-02-29,6.183990337168738,34.84415540130324,0.17201256360190992,0.3499387702264223,-0.1586946229473728
Marsabit,2020-03-31,91.67522498263577,22.36882997204366,0.27984604473902586,0.6794013686733607,0.12082728720480876
Marsabit,2020-04-30,165.59582096730966,27.690527540158172,0.28526181729789485,0.44008678121946065,0.11386434587922789
Marsabit,2020-05-31,146.19695446702826,24.34495159593546,0.3861067753035118,0.7930672186890505,0.2927181630118784
Marsabit,2020-06-30,49.25436448758524,34.88148095114009,0.1009301524039026,0.2968199374062831,-0.0135071401453421
Marsabit,2020-07-31,23.256579799917688,31.882818561145505,0.08353866072496226,0.13874603238658184,-0.04416839355701199
Marsabit,2020-08-31,1.143172209927945,29.802699658124414,0.05395488336450466,0.1414734738892493,-0.035258919964342855
Marsabit,2020-09-30,0.7956224598385131,27.395028912582482,0.16365386348594563,0.2866636063856879,-0.14653325113534446
Marsabit,2020-10-31,94.8241915781487,25.528078573023155,0.3668117708758762,0.6542490317450518,0.0004937346710680801
Marsabit,2020-11-30,57.45213959419441,27.987140819327337,0.23180045912051028,0.439705094164369,0.0015627512151373368
Marsabit,2020-12-31,15.551317143253074,31.742611960469524,0.08144953014076978,0.37615386570292686,-0.04592101328634182
Marsabit,2021-01-31,6.9842487833388365,27.62567616219426,0.18211141385546764,0.19338602649363548,-0.09224930956183884
Marsabit,2021-02-28,38.295542458562274,30.086893158255634,0.06368502350466583,0.34205916196466796,-0.009713968266386652
Marsabit,2021-03-31,152.26868855748563,22.061428881303694,0.29647458236315916,0.6006274271848202,0.21448112074719267
Marsabit,2021-04-30,101.1138616481799,24.784894825871824,0.26585946193225046,0.4864502441981971,0.059154290445766144
