county,date,precipitation_mm,temperature_c,soil_moisture,ndvi,ndwi,rolling_precip,mean_precip,std_precip,spi,norm_ndvi,norm_temp,vhi,wsi_score,is_hotspot,spi_lag1,vhi_lag1,sm_lag1
Embu,2019-02-28,5.338637623313031,33.180204095559205,0.07156364646523028,0.26365903760964754,-0.011910726848810005,7.19074005800217,64.03643857732267,38.58769167334613,-1.473156195176858,0.23309300142905123,0.8635575477624261,0.18476772683331255,1.5123630660811804,1,-1.4251589632519637,0.2847225444884228,0.12166626211247841
Embu,2019-03-31,99.19184706188297,26.38940493985457,0.28760454947246145,0.4041417374391366,0.15500973885786845,37.85777572596243,64.03643857732267,38.58769167334613,-0.678420010052655,0.4340952551956162,0.33871220157927917,0.5476915268081686,1.020779181136873,0,-1.473156195176858,0.18476772683331255,0.07156364646523028
Embu,2019-04-30,128.80183700528468,23.6129943909934,0.3589410292038993,0.4609865980783199,0.26821856068350675,77.77744056349356,64.03643857732267,38.58769167334613,0.3560980466619679,0.515428722714324,0.12412977582170598,0.695649473446309,0.5411836305401504,0,-0.678420010052655,0.5476915268081686,0.28760454947246145
Embu,2019-05-31,86.21445778200659,25.655311000848155,0.3563534690512327,0.780086615236546,0.014273106865121964,104.73604728305808,64.03643857732267,38.58769167334613,1.0547303009347346,0.9719961342433074,0.28197575882568804,0.8450101877088096,0.21769878259809344,0,0.3560980466619679,0.695649473446309,0.3589410292038993
Embu,2019-06-30,7.4907298292456295,34.16045183762252,0.054441275265410184,0.18948592194400726,-0.09652190670591454,74.1690082055123,64.03643857732267,38.58769167334613,0.2625855273069631,0.12696631511267523,0.9393186553628884,0.09382382987489342,0.8504862575351237,0,1.0547303009347346,0.8450101877088096,0.3563534690512327
Embu,2019-07-31,46.650404388981016,31.13697152782537,0.06319878083265779,0.3626585375556963,-0.1001267799751984,46.78519733341108,64.03643857732267,38.58769167334613,-0.4470658919657985,0.3747412088956738,0.7056407724674173,0.3345502182141282,1.0595016570722835,0,0.2625855273069631,0.09382382987489342,0.054441275265410184
Embu,2019-08-31,12.87385461413913,30.35159202912177,0.06204915777991619,0.19230747553002753,-0.13330359622606647,22.33832961078859,64.03643857732267,38.58769167334613,-1.0806064337538488,0.13100338608726192,0.6449405860194105,0.2430314000339257,1.340718406157387,1,-0.4470658919657985,0.3345502182141282,0.06319878083265779
Embu,2019-09-30,29.984806866609432,34.16294988809183,0.15432196685806424,0.13420082079849244,-0.0906631564736953,29.83635528990986,64.03643857732267,38.58769167334613,-0.8862951090889144,0.047864547112425396,0.9395117239742975,0.05417641156906395,1.2919685301074275,1,-1.0806064337538488,0.2430314000339257,0.06204915777991619
Embu,2019-10-31,184.41561807976635,22.17135825122302,0.26815825344189176,0.6382741888603438,0.13561671672542486,75.75809318683831,64.03643857732267,38.58769167334613,0.3037666623071298,0.7690913114550268,0.012709013478542534,0.8781911489882421,0.534588514348108,0,-0.8862951090889144,0.05417641156906395,0.15432196685806424
Embu,2019-11-30,170.85351862748917,24.749229496930006,0.3225819332812761,0.684724168760132,0.06757124169593062,128.4179811912883,64.03643857732267,38.58769167334613,1.6684475840255726,0.8355518127025208,0.21194679026245536,0.8118025112200327,-0.007694366960621632,0,0.3037666623071298,0.8781911489882421,0.26815825344189176
Embu,2019-12-31,18.165585866926072,29.49918608406119,0.06695922911569224,0.2674492891596225,-0.19725251401256055,124.47824085806053,64.03643857732267,38.58769167334613,1.5663492189696828,0.23851608273950356,0.5790600787232896,0.329728002008107,0.25445414307498715,0,1.6684475840255726,0.8118025112200327,0.3225819332812761
Embu,2020-01-31,6.720760422392708,29.253645571101497,0.17794920482362575,0.32196305164524,-0.134234314960116,65.24662163893599,64.03643857732267,38.58769167334613,0.03136189229705453,0.31651422154381087,0.5600828136663398,0.3782157039387355,0.8206057704524697,0,1.5663492189696828,0.329728002008107,0.06695922911569224
Embu,2020-02-29,11.512652792377231,30.266669668861578,0.10033593898672608,0.3189471321301578,-0.10724778897750589,12.13299969389867,64.03643857732267,38.58769167334613,-1.3450775438375855,0.3121990523418674,0.6383771308873283,0.33691096072726956,1.4068569476208357,1,0.03136189229705453,0.3782157039387355,0.17794920482362575
Embu,2020-03-31,195.92377012247042,27.8250641425394,0.2984012406663035,0.45693592641382424,0.03199244476620022,71.38572777908011,64.03643857732267,38.58769167334613,0.19045681906847609,0.5096330330328173,0.44967102011555726,0.52998100645863,0.6753025982351296,0,-1.3450775438375855,0.33691096072726956,0.10033593898672608
Embu,2020-04-30,71.22539061406181,26.333856286739362,0.3915276842072531,0.7278544134305065,0.02074504004741713,92.88727117630314,64.03643857732267,38.58769167334613,0.7476692852099125,0.8972624460742525,0.3344189731380041,0.7814217364681242,0.3490474597134218,0,0.19045681906847609,0.52998100645863,0.2984012406663035
Embu,2020-05-31,133.85117789065646,25.757645904509303,0.3162918469497418,0.6757432918114583,0.20089369923303274,133.6667795423962,64.03643857732267,38.58769167334613,1.8044701857276284,0.8227019990978944,0.2898849896403758,0.7664085047287593,-0.04659817979460172,0,0.7476692852099125,0.7814217364681242,0.3915276842072531
Embu,2020-06-30,1.9428614382805298,27.57484678844566,0.10324997111364706,0.13187221207298466,-0.003492787070464881,69.00647664766626,64.03643857732267,38.58769167334613,0.12879852942792225,0.04453278026472348,0.43033229269640827,0.3071002437841576,0.8253755237594896,0,1.8044701857276284,0.7664085047287593,0.3162918469497418
Embu,2020-07-31,31.25567025130593,31.785457428391112,0.16573594862576868,0.2592774975014174,-0.04586208992845875,55.683236526747635,64.03643857732267,38.58769167334613,-0.21647321909829775,0.22682390610420475,0.7557607655894935,0.23553157025735566,0.9662090319743819,0,0.12879852942792225,0.3071002437841576,0.10324997111364706
Embu,2020-08-31,30.68984641793735,29.528493612918155,0.06905160093187922,0.3304675891230048,-0.04682606979614001,21.29612603584127,64.03643857732267,38.58769167334613,-1.1076151378961208,0.32868248996652605,0.5813251906454681,0.373678649660529,1.3102269799807258,1,-0.21647321909829775,0.23553157025735566,0.16573594862576868
Embu,2020-09-30,15.185335030413139,26.141456300826,0.13493126986451898,0.34908050513831923,-0.15703504351503042,25.71028389988547,64.03643857732267,38.58769167334613,-0.9932222432130653,0.3553137981118487,0.3195488179623055,0.5178824900747716,1.201444769303439,0,-1.1076151378961208,0.373678649660529,0.06905160093187922
Embu,2020-10-31,79.26247544502615,22.67746215162012,0.3866160169887321,0.5766984623387357,0.1757096901882188,41.712552297792215,64.03643857732267,38.58769167334613,-0.5785234807509065,0.6809889342713644,0.05182462722562512,0.8145821535228697,0.8710499411468821,0,-0.9932222432130653,0.5178824900747716,0.13493126986451898
Embu,2020-11-30,99.680925518723,23.742794343695117,0.3128784903909307,0.48677055252421014,0.22973106008588115,64.70957866472077,64.03643857732267,38.58769167334613,0.01744442439449243,0.5523203325775229,0.13416171750460204,0.7090793075364604,0.6864348908639857,0,-0.5785234807509065,0.8145821535228697,0.3866160169887321
Embu,2020-12-31,25.04317648503992,34.82901525994627,0.13357588923661828,0.14404625171118843,-0.17155427302070145,67.99552581626303,64.03643857732267,38.58769167334613,0.1025997400895399,0.06195136210926742,0.9909903942539039,0.03548048392768176,0.9082431920148941,0,0.01744442439449243,0.7090793075364604,0.3128784903909307
